hhnum	eventid	itemnum	itemdesc
110295	21212	2	Mexican Pizza
110295	21434	1	REGULAR SODA, COCA COLA, COKE, PEPSI
110295	21435	1	CHICKEN DRUMSTICK
110295	21437	2	DOUBLE CHEESE BATON
110295	21437	1	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110295	21438	3	BREAKFAST BURGER
110295	21438	4	REGULAR SODA, COCA COLA, COKE, PEPSI
110295	21438	2	BACON WRAPED SHRIMP
110295	21438	1	CHILI (OTHER OR UNKNOWN TYPE)
110295	21439	3	OLD FASHIONED BURGER
110295	21439	1	WINGS
110295	21439	2	SOFT PRETZEL
110297	18291	6	WATER, NFS
110297	18291	3	MEXICAN RICE DISH
110297	18291	5	TEA, ICED
110297	18291	2	SOPILLAS CONSITING OF BREAD LARD A PUFFED DOUGH DISH WITH SMALL AMOUNT OF HONEY ON IT.
110297	18291	4	REFRIED BEANS
110297	18291	1	RED CHILI BURRITOS CONSISTING OF BEEF AND RED CHILI. WITH AMERICAN CHEESE MELTED ON TOP.
110300	23712	3	SAUSAGE
110300	23712	1	EGGS (INCLUDES HARD-BOILED, SCRAMBLED, OR POACHED)
110300	23712	2	GRITS
110300	23712	5	JUICE, CRANBERRY
110300	23712	4	BISCUIT
110300	23713	3	PEAS AND CARROT
110300	23713	1	BAKED CHICKEN DRUM STICKS
110300	23713	2	RICE
110300	23713	4	JUICE, CRANBERRY
110300	23718	1	EGGS
110300	23718	3	SAUSAGES
110300	23718	4	JUICE, CRANBERRY
110300	23718	2	BREAD
110300	24674	3	PICKLE
110300	24674	4	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110300	24674	2	WAFFLE FRIES
110300	24674	1	TRIPLE TURKEY CLUB
110300	24675	2	SAUSAGE PATTY
110300	24675	1	PECAN PANCAKES
110300	24677	1	TURKEY AND CHEESE SANDWICH
110300	24677	3	REGULAR SODA, COCA COLA, COKE, PEPSI
110300	24677	2	TORPITO TOLL
110300	57193	5	BUTTER
110300	57193	2	GRITS
110300	57193	6	JELLY
110300	57193	4	TOAST
110300	57193	1	SAUSAGE OMELET 3 EGG
110300	57193	3	JUICE, CRANBERRY
110300	57195	1	PANCAKE (PLAIN OR FLAVORED)
110300	57195	2	TURKEY BACON
110300	57195	3	JUICE, ORANGE
110300	57196	1	PIZZA, PEPPERONI
110300	57197	1	PIZZA, PEPPERONI
110300	57198	1	ICE CREAM (OTHER OR UNKNOWN TYPE)
110301	45414	1	REGULAR SODA (OTHER OR UNKNOWN TYPE)
110301	45415	1	WATER, NFS
110301	45415	2	HONEY AND OAT BAR
110301	45416	2	Chicken Mcnuggets
110301	45416	1	TEA, SWEET
110301	45420	1	CHEESE AND CHEDDAR CRACKERS
110301	46064	3	RICE (OTHER OR UNKNOWN TYPE)
110301	46064	4	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110301	46064	2	CHICKEN TENDER
110301	46064	1	BBQ PORK SANDWICH
110306	23181	1	Potato Wedges
110306	23182	1	ICE CREAM SUNDAE (ANY TYPE)
110308	55676	1	GREEN TEA
110308	55676	3	DIET SODA, COKE, PEPSI
110308	55676	2	TRAIL MIX
110308	55677	1	GREEN TEA
110308	55678	1	Famous Star w/ Cheese
110308	55678	5	Taco Salad, Ground Beef
110308	55678	6	Taco Salad, Ground Beef
110308	55678	4	The Original Six Dollar Burger
110308	55678	8	Natural-Cut French Fries
110308	55678	3	The Original Six Dollar Burger
110308	55678	2	Famous Star w/ Cheese
110308	55678	7	OREO COOKIE SHAKE
110308	55679	1	OATMEAL MUFFIN
110308	55679	3	APPLE
110308	55679	2	JUICE, APPLE
110308	55680	5	MILK, 2 PERCENT (%), REDUCED FAT
110308	55680	4	BREAD (ANY TYPE)
110308	55680	1	CHICKEN (OTHER OR UNKNOWN TYPE)
110308	55680	2	CARROTS
110308	55680	3	APPLE
110308	56351	3	MOTTS FRUIT SNACK
110308	56351	1	GREEN TEA
110308	56351	2	TRAIL MIX
110308	56352	3	GARDETTO'S SNACK
110308	56352	1	GREEN TEA
110308	56352	2	DIET SODA, COKE, PEPSI
110308	56353	1	GREEN TEA
110308	56353	2	GARDETTO'S SNACKS
110308	56353	3	ICE CREAM CAKE
110308	56354	1	MILK, 1 PERCENT (%), LOW FAT
110308	56354	4	ANIMAL CRACKERS
110308	56354	6	MILK, 1 PERCENT (%), LOW FAT
110308	56354	2	JUICE, APPLE
110308	56354	5	CALZONE
110308	56354	3	BANANA BREAD
110308	56354	8	RANCH DRESSING
110308	56354	7	SALAD
110308	56355	1	CHEEZ-ITS
110308	56356	4	PEAR
110308	56356	7	MILK, 1 PERCENT (%), LOW FAT
110308	56356	5	TURKEY BURGER
110308	56356	10	KETCHUP
110308	56356	1	SMUCKERS MAPLE WAFFLE
110308	56356	2	MILK, 1 PERCENT (%), LOW FAT
110308	56356	8	SALAD
110308	56356	3	JUICE, ORANGE
110308	56356	9	RANCH DRESSING
110308	56356	11	MUSTARD
110308	56356	6	FRENCH FRIES
110308	56359	1	CHEEZ-ITS
110308	56360	1	MAPLE BROWN SUGAR POP TART
110308	56361	2	MILK, 1 PERCENT (%), LOW FAT
110308	56361	3	CORN
110308	56361	1	PULLED BEEF SANDWICH
110308	56588	3	CHEESE DIP
110308	56588	5	CINNAMON SUGAR PRETZEL
110308	56588	2	PRETZEL STICKS
110308	56588	4	DIET SODA, COKE, PEPSI
110308	56588	1	PRETZEL COMBO
110308	56589	3	GREEN BEAN WITH CHICKEN
110308	56589	1	ORANGE CHICKEN
110308	56589	5	SPAGHETTI, PASTA, NOODLES (OTHER OR UNKNOWN TYPE)
110308	56589	2	MUSHROOM CHICKEN
110308	56589	4	FRIED RICE (OTHER OR UNKNOWN TYPE)
110308	56871	1	Burrito Supreme, Beef
110308	56871	2	REGULAR SODA, COCA COLA, COKE, PEPSI
110308	67721	4	SPLENDA
110308	67721	3	DIET SODA, COKE, PEPSI
110308	67721	1	GREEN TEA
110308	67721	2	SWEET AND SALTY TRAIL MIX
110311	31682	1	FISH OR SEAFOOD (UNKNOWN TYPE)
110311	31682	3	FRENCH FRIES
110311	31682	2	FRIED FISH
110329	26740	3	DRINK
110329	26740	2	French Fries, Salted
110329	26740	1	Cheeseburger
110329	26741	2	WATER, BOTTLED
110329	26741	1	Soft Taco Supreme, Beef
110329	26745	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110329	26745	1	Soft Taco, Beef
110329	27443	3	REGULAR SODA, COCA COLA, COKE, PEPSI
110329	27443	1	HOT DOG
110329	27443	2	MASHED POTATOES
110329	27444	1	CHICKEN (UNKNOWN TYPE)
110329	27444	2	REGULAR SODA, ORANGE, CHERRY
110329	27448	1	MACARONI AND CHEESE
110329	27448	3	WATER, NFS
110329	27448	2	CHICKEN NOODLE SOUP
110329	27452	1	CHICKEN (UNKNOWN TYPE)
110329	27452	2	REGULAR SODA, ORANGE, CHERRY
110329	27456	1	GRILLED CHEESE SANDWICH
110329	27456	3	SOFT DRINK
110329	27456	2	SOUTH HAMPTON WHITE CHIP
110329	27460	1	Soft Taco, Beef
110329	27461	2	French Fries
110329	27461	1	Jr Cheeseburger Deluxe
110329	27461	3	DIET SODA, COKE, PEPSI
110329	27701	1	Cheeseburger
110329	27705	1	TUNA MELT
110329	27705	2	REGULAR SODA, COCA COLA, COKE, PEPSI
110329	28313	2	Chicken Nuggets
110329	28313	1	Cheeseburger
110329	28315	1	CHEESEBURGER
110329	28315	2	FRENCH FRIES
110332	36864	2	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110332	36864	4	CANTALOUPE (OR ANY MELON)
110332	36864	3	GREEN BEANS
110332	36864	1	STEAK FINGERS
110332	36865	1	CEREAL, READY-TO-EAT (ANY TYPE)
110332	36865	3	JUICE, FRUIT (OTHER OR UNKNOWN TYPE)
110332	36865	4	CRACKERS
110332	36865	2	MILK (OTHER OR UNKNOWN TYPE)
110332	36866	4	PEAS
110332	36866	1	CHICKEN NUGGETS
110332	36866	3	APPLE
110332	36866	2	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110332	36869	1	PANCAKE
110332	36869	2	BANANA
110332	36869	3	MILK (OTHER OR UNKNOWN TYPE)
110332	36870	1	CEREAL, READY-TO-EAT (ANY TYPE)
110332	36870	2	JUICE, ORANGE
110332	36871	3	MILK (OTHER OR UNKNOWN TYPE)
110332	36871	1	PIZZA (OTHER OR UNKNOWN TYPE)
110332	36871	2	ORANGE
110332	36872	3	MILK (OTHER OR UNKNOWN TYPE)
110332	36872	2	BANANA
110332	36872	1	PANCAKE
110332	36873	4	CANTALOUPE (OR ANY MELON)
110332	36873	1	STEAK FINGERS
110332	36873	3	BEANS (ANY TYPE)
110332	36873	2	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110332	36874	2	JUICE, ORANGE
110332	36874	1	CEREAL, READY-TO-EAT (ANY TYPE)
110332	36875	2	MILK (OTHER OR UNKNOWN TYPE)
110332	36875	1	PIZZA (OTHER OR UNKNOWN TYPE)
110332	36876	1	PANCAKE
110332	36876	2	BANANA
110332	36876	3	WATER, NFS
110332	36877	1	STEAK FINGERS
110332	36877	3	MILK (OTHER OR UNKNOWN TYPE)
110332	36877	2	GREEN BEANS
110332	41522	1	Just Cheese Round Hot-n-Ready Pizza, 14""
110332	41522	3	REGULAR SODA (OTHER OR UNKNOWN TYPE)
110332	41522	2	Crazy Bread
110332	41524	1	MENUDO
110332	41524	3	REGULAR SODA (OTHER OR UNKNOWN TYPE)
110332	41524	2	BREAD (ANY TYPE)
110332	41525	6	RICE (OTHER OR UNKNOWN TYPE)
110332	41525	5	MILK (OTHER OR UNKNOWN TYPE)
110332	41525	1	CHEESE SANDWICH
110332	41525	3	HAMBURGER
110332	41525	4	REGULAR SODA (OTHER OR UNKNOWN TYPE)
110332	41525	2	PEANUT BUTTER AND JELLY SANDWICH
110332	41526	2	PICADILLO BURRITO
110332	41526	6	MILK (OTHER OR UNKNOWN TYPE)
110332	41526	5	REGULAR SODA (OTHER OR UNKNOWN TYPE)
110332	41526	4	SPANISH SOUP
110332	41526	1	BEAN BURRITO
110332	41526	3	ORANGE
110332	41527	1	SPAGHETTI AND MEATBALLS
110332	41527	2	JUICE, ORANGE
110332	41528	1	MENUDO
110332	41529	3	REGULAR SODA (OTHER OR UNKNOWN TYPE)
110332	41529	1	ENCHILADA
110332	41529	2	SPANISH RICE
110332	41530	2	MILK (OTHER OR UNKNOWN TYPE)
110332	41530	1	PEANUT BUTTER AND JELLY SANDWICH
110332	41531	2	WATER, NFS
110332	41531	1	BEAN BURRITO
110332	41533	3	REGULAR SODA (OTHER OR UNKNOWN TYPE)
110332	41533	1	ENCHILADA
110332	41533	2	SPANISH RICE
110332	41535	1	HAMBURGER
110332	41535	2	SIDE SALAD
110332	41535	3	MILK (OTHER OR UNKNOWN TYPE)
110332	56743	1	Just Cheese Round Hot-n-Ready Pizza, 14""
110332	56743	2	Crazy Bread
110332	56743	3	SODA
110332	56744	1	Just Cheese Round Hot-n-Ready Pizza, 14""
110332	56744	2	Crazy Bread
110332	56744	3	SODA
110336	19359	2	Cheeseburger w/ Onion, Mustard & Ketchup
110336	19359	4	TOMATO KETCHUP ON FRENCH FRIES
110336	19359	1	Hamburger w/ Onion, Mustard & Ketchup
110336	19359	3	French Fries
110336	19362	1	COFFEE (OTHER OR UNKNOWN TYPE)
110336	19922	2	POWER BAR
110336	19922	1	COFFEE (OTHER OR UNKNOWN TYPE)
110336	19922	3	TEA, HOT (ANY FLAVOR)
110336	19923	1	BUFFET
110336	19923	2	BUFFET: SPAGHETTI, PASTA, NOODLES (OTHER OR UNKNOWN TYPE)
110336	19923	6	BUFFET: HOT GREEN TEA
110336	19923	8	BUFFET: BREAD, WHEAT
110336	19923	4	BUFFET: SUSHI (OTHER OR UNKNOWN TYPE)
110336	19923	7	BUFFET: VEGETABLE SALAD
110336	19923	5	BUFFET: BANANA PIECES
110336	19923	3	BUFFET: RICE, WHITE
110336	20514	3	Hash Brown
110336	20514	1	Bacon, Egg & Cheese Biscuit
110336	20514	2	COFFEE, BREWED REGULAR OR DECAF
110336	20515	3	POWER BAR ENERGY
110336	20515	1	BLACK TEA
110336	20515	2	GREEN TEA
110336	20516	1	Hash Browns
110336	20516	3	COFFEE
110336	20516	2	Croissan'wich Sausage, Egg & Cheese
110336	20517	4	MIX NUTS
110336	20517	2	BLACK TEA
110336	20517	5	POWER BAR
110336	20517	1	GREEN TEA
110336	20517	3	COFFEE (OTHER OR UNKNOWN TYPE)
110336	20731	2	GREEN TEA
110336	20731	1	BLACK TEA
110336	20732	1	VEGETABLE SOUP
110336	57417	1	VEGETABLES BROCCOLI CARROTS
110336	57417	3	JUICE, ORANGE
110336	57417	4	SALMON
110336	57417	2	ICE CREAM (OTHER OR UNKNOWN TYPE)
110336	57417	5	PASTA
110339	22735	6	GRILLED SHRIMP
110339	22735	7	CREAMED SPINACH
110339	22735	2	WONTON ICECREAM SUNDAE CARAMEL AND CHOCOLATE SYRUP
110339	22735	5	MUSHROOM SAUCE
110339	22735	9	CORN ON THE COBB
110339	22735	8	GRILLED CHICKEN BREAST
110339	22735	10	BAKED APPLES
110339	22735	3	BBQ RIBS
110339	22735	1	RASPBERRY LEMONADE
110339	22735	4	MASHED POTATOES
110339	22739	2	Fried Chicken Salad
110339	22739	3	LEMONADE
110339	22739	5	Classic Clubhouse Grille
110339	22739	4	California Turkey Club
110339	22739	1	Oriental Chicken Salad
110339	23281	3	Snow Crab Legs
110339	23281	5	BAKED POTATO WITH BUTTER
110339	23281	1	Flounder, Fried
110339	23281	7	GARLIC AND BUTTER ROLLS
110339	23281	2	Flounder, Fried
110339	23281	6	Wild Rice Pilaf
110339	23281	8	RASPBERRY LEMONADE
110339	23281	4	Garden Salad
110339	23281	9	WATER, NFS
110339	23282	2	GRILLED SHRIMP
110339	23282	10	MASHED POTATOES
110339	23282	6	BAKED APPLES
110339	23282	8	RASPBERRY LEMONADE
110339	23282	1	BBQ PLATTER
110339	23282	9	WATER, NFS
110339	23282	5	CORN ON THE COMB
110339	23282	3	CREAMED SPINACH
110339	23282	11	GRAVY
110339	23282	4	GRILLED CHICKEN BREAST
110339	23282	7	WONG TON ICE CREAM SUNDAE WITH CARAMEL AND CHOCOLATE SYRUP
110339	23284	3	COUNTRY HAM
110339	23284	9	LEMONADE
110339	23284	6	SIDE FRIED OKRA
110339	23284	8	APPLE BUTTER AND BUTTER
110339	23284	7	CABBAGE
110339	23284	4	GRITS
110339	23284	1	SUNDAY HOMESTYLE CHICKEN
110339	23284	2	INCLUDED SCRAMBLED EGGS
110339	23284	5	GRAVY AND BISCUIT
110339	23909	5	CHIPS (OTHER OR UNKNOWN TYPE)
110339	23909	2	CHICKEN AND BROCCOLI
110339	23909	10	FRUIT
110339	23909	8	WATER, NFS
110339	23909	6	WONTON SOUP
110339	23909	7	EGG DROP SOUP
110339	23909	9	COOKED VEGETABLES
110339	23909	3	FRIED RICE (OTHER OR UNKNOWN TYPE)
110339	23909	4	GREEN TEAS
110339	23909	1	SWEET AND SOUR SAUCE
110339	23910	6	ONION
110339	23910	11	SOUR CREAM DIP
110339	23910	3	REGULAR SODA (OTHER OR UNKNOWN TYPE)
110339	23910	4	REGULAR SODA (OTHER OR UNKNOWN TYPE)
110339	23910	9	SALSA
110339	23910	10	GUACAMOLE
110339	23910	7	TOMATES
110339	23910	1	CHICKEN FLAUTAS
110339	23910	8	CHIPS
110339	23910	5	CHEESE DIP
110339	23910	2	BEEF TACOS WITH CHEESE
110342	51382	2	Egg
110342	51382	3	COFFEE (OTHER OR UNKNOWN TYPE)
110342	51382	1	BISCUIT GRAVY
110342	51384	3	BEEF AND BROCCOLI
110342	51384	1	WHITE RICE
110342	51384	6	JALAPENO CHICKEN
110342	51384	5	MUSHROOM CHICKEN
110342	51384	7	BBQ
110342	51384	2	CHOUMAIN
110342	51384	4	BBQ CHICKEN
110342	51386	1	CHICKEN MINI TACOS
110342	51386	4	PENUT BUTTER SNICKERS
110342	51386	3	WATER, NFS
110342	51386	2	NACHO CHIPS DORITOS
110342	51390	2	Crunchy Taco, Beef
110342	51390	5	REGULAR SODA, DR PEPPER, ROOT BEER
110342	51390	3	Doritos Locos Taco, Beef
110342	51390	4	Double Decker Taco, Beef
110342	51390	1	Doritos Locos Taco Supreme, Beef
110342	51391	1	CHILI CHEESE TAMAL
110342	51391	2	JUNIOR CHEESE FRIES
110342	53984	1	PORK BURRITO WITH RICE BEANS LETTUCE RED SALSA
110343	18046	1	Sausage McMuffin w/ Egg
110343	18046	2	JUICE, ORANGE
110343	18047	2	DIET SODA, COKE, PEPSI
110343	18047	1	HOT DOG
110343	18047	3	SOFT PRETZEL
110343	18051	1	WATER, NFS
110343	18053	1	WATER, NFS
110343	18053	2	CARROT CAKE
110343	18068	1	DIET SODA, COKE, PEPSI
110343	18068	2	TWIX BAR
110343	18488	3	CHICKEN CAESAR WRAP
110343	18488	8	SPLENDA
110343	18488	5	LENTIL SALAD
110343	18488	6	HAM AND CHEESE SANDWICH WITH EXTRA CHEESE
110343	18488	1	CORN CHOWDER
110343	18488	2	CREAM OF MUSHROOM SOUP
110343	18488	7	ICED COFFEE
110343	18488	10	WATERMELON
110343	18488	9	BLUEBERRY RHUBARB CRISP
110343	18488	4	BEAN SALAD
110343	18488	11	WATER, NFS
110343	18491	1	WATER, NFS
110343	18493	1	Sausage McMuffin w/ Egg
110343	18956	2	MUFFIN (OTHER OR UNKNOWN TYPE)
110343	18956	1	CINNAMON BUN (SWEET ROLL)
110343	18956	3	WATER, NFS
110343	18959	1	CROISSANT
110343	18959	3	WATER, NFS
110343	18959	2	CHOCOLATE CHIPS
110347	19310	1	Double Cheeseburger
110347	19311	1	Sausage Biscuit
110349	19140	1	Filet-O-Fish
110349	19140	2	TEA, SWEET
110349	19142	1	Chicken Nuggets
110349	19142	2	French Fries
110349	19142	3	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110349	19143	2	TEA, ICED
110349	19143	3	WATER, NFS
110349	19143	1	Sausage Biscuit
110349	19144	2	Roast Beef Classic Sandwich
110349	19144	1	REGULAR SODA, COCA COLA, COKE, PEPSI
110349	56682	1	Chicken Nuggets
110349	56682	2	Sweet & Sour Nugget Sauce
110349	56684	1	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110349	56686	2	Biscuit 'n Gravy
110349	56686	3	Smoked Sausage Biscuit w/ Egg & Cheese
110349	56686	1	Biscuit 'n Gravy
110349	56686	4	TEA, HOT (ANY FLAVOR)
110349	56688	4	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110349	56688	8	REGULAR SODA, DR PEPPER, ROOT BEER
110349	56688	3	Soft Taco, Beef
110349	56688	6	Chalupa Supreme, Beef
110349	56688	1	DOR LOCOS BOX
110349	56688	2	Doritos Locos Taco Supreme, Beef
110349	56688	5	Crunchy Taco, Beef
110349	56688	7	Chicken Quesadilla
110349	56691	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110349	56691	1	Chicken Nuggets
110349	56691	3	French Fries
110349	56692	1	Double Cheeseburger
110349	56692	2	REGULAR SODA, COCA COLA, COKE, PEPSI
110349	56692	3	French Fries
110349	56693	6	POTATO SALAD
110349	56693	2	STRAWBERRIES
110349	56693	5	WATERMELON
110349	56693	3	REGULAR SODA, ORANGE, CHERRY
110349	56693	1	HAMBURGER
110349	56693	7	HOT DOG
110349	56693	4	CHIPS (OTHER OR UNKNOWN TYPE)
110355	14534	4	Big Mac
110355	14534	5	DIET SODA, COKE, PEPSI
110355	14534	2	French Fries
110355	14534	1	Big Mac
110355	14534	3	MILK SHAKE (ANY TYPE)
110358	67265	1	CHICKEN SALAD
110358	67267	1	COOKIE HARVEST SPICE
110358	67268	1	HOT DOG
110358	67268	3	FRENCH FRIES
110358	67268	4	BUFFALO SAUCE
110358	67268	2	CHILI SAUCE
110360	17934	8	DIET SODA, COKE, PEPSI
110360	17934	7	CHICKEN
110360	17934	5	Cheeseburger Sliders
110360	17934	2	Steak & Grilled Shrimp Combo
110360	17934	4	Mozzarella Sticks
110360	17934	10	Seasonal Vegetables
110360	17934	3	Shrimp Fettuccine Alfredo
110360	17934	9	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110360	17934	6	Spinach & Artichoke Dip
110360	17934	1	LEMONADE
110360	17945	1	WATER, NFS
110360	17945	4	CHEESECAKE CHERRY
110360	17945	2	WATERMELON SQUARES
110360	17945	3	STRAWBERRIES
110360	17946	3	CUPCAKES
110360	17946	1	PORK SANDWICH
110360	17946	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110360	18856	2	REGULAR SODA, ORANGE, CHERRY
110360	18856	1	PIZZA, SAUSAGE
110360	18857	1	MARSHMALLOW
110360	18857	2	MINI CHEESEBURGER
110360	18860	1	Turkey Breast w/ American Cheese, Footlong
110360	18861	2	OREO ICE CREAM BAR
110360	18861	1	MINI CHEESEBURGER
110360	18862	1	PINK LEMONADE
110360	18862	2	CHEESE SANDWICH
110360	18863	1	PIZZA, PEPPERONI
110360	18863	2	MILK, WHOLE
110362	70341	3	MAC AND CHEESE
110362	70341	2	POTATOES
110362	70341	1	MEATLOAF
110362	70341	5	TEA, ICED
110362	70341	4	SALAD
110362	70343	1	HOT WINGS
110362	70343	3	PIZZA
110362	70343	5	BEER
110362	70343	4	DRINK
110362	70343	2	CHIPS
110367	41373	2	COLE SLAW
110367	41373	3	FRIED OCRA
110367	41373	1	2 PC MEAL CHICKEN
110367	41375	1	BUFFET SEAFOOD
110367	41376	8	ICE TEA
110367	41376	6	SWEET POTATOES FRIED
110367	41376	7	COLE SLAW
110367	41376	5	FLOUNDER DINNER
110367	41376	1	FISH DINNER SPOT
110367	41376	4	ICE TEA
110367	41376	2	COLE SLAW
110367	41376	3	HUSH PUPPIES
110367	41377	1	Hand Tossed Crust, Bacon Cheeseburger Feast
110367	41378	8	EGG SALAD
110367	41378	7	CHICKEN SALAD
110367	41378	1	REUBEN
110367	41378	2	ONION RINGS
110367	41378	6	FRENCH FRIES
110367	41378	10	LETTUCE
110367	41378	9	PASTA SALAD
110367	41378	5	CHEESEBURGERS
110367	41378	3	TEA, ICED
110367	41378	4	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110367	41382	3	CARROTS
110367	41382	1	BREADED PORK PATTY
110367	41382	2	BRUSSELS SPROUTS
110367	41383	1	SPAGHETTI WITH MEATBALLS
110367	41384	1	BREADED FISH FILLET
110367	41384	2	LIMA BEANS AND FLAT BEANS
110367	41385	1	Cold Cut Combo, Footlong
110367	41386	2	MASHED POTATOES
110367	41386	1	MEAT LOAF (OTHER OR UNKNOWN TYPE)
110367	41386	3	GREEN BEANS
110367	41387	2	CARROTS AND PEAS
110367	41387	1	SWEEDISH MEATBALLS WITH GRAVY
110367	41388	3	RICE
110367	41388	1	GRIELLED CHICKEN PATTY
110367	41388	2	GREEN BEANS
110367	41389	3	BRUSSELS SPROUTS
110367	41389	2	CARROTS
110367	41389	1	BREADED FISH
110367	51701	1	Hand Tossed Crust, Ultimate Pepperoni Feast
110367	69573	4	Sweet Onion Chicken Teriyaki, Footlong
110367	69573	2	Cold Cut Combo, Footlong
110367	69573	1	Grilled Chicken & Baby Spinach Salad
110367	69573	3	Oven Roasted Chicken, Footlong
110367	69578	1	CHEESEBURGER
110367	69578	2	FRENCH FRIES
110373	64244	4	French Fries, Salted
110373	64244	2	Whopper Jr Sandwich w/ Cheese
110373	64244	5	REGULAR SODA, COCA COLA, COKE, PEPSI
110373	64244	3	Chicken Tenders
110373	64244	1	Whopper Sandwich w/ Cheese
110375	28735	2	MOCHA
110375	28735	1	SAUSAGE ROLL
110375	28737	1	Cheeseburger
110375	28741	1	FLAUTAS
110375	28741	4	CHEESE DIP
110375	28741	2	BEEF
110375	28741	3	CHIPS
110375	30589	4	MILK, 2 PERCENT (%), REDUCED FAT
110375	30589	1	TEA, HOT (ANY FLAVOR)
110375	30589	2	CEREAL, READY-TO-EAT (ANY TYPE)
110375	30589	3	BANANA
110375	30590	1	SALAD
110375	30592	2	COFFEE (OTHER OR UNKNOWN TYPE)
110375	30592	1	OMELET (INCLUDES WITH MEAT, CHEESE AND/OR VEGETABLE)
110375	30593	2	WATER, NFS
110375	30593	1	TURKEY SANDWICH
110375	30594	1	FAJITAS, WITH CHICKEN
110375	30594	2	RICE WITH BEANS
110375	30594	3	TORTILLA (INCLUDES FLOUR AND CORN)
110375	30602	1	PIZZA (OTHER OR UNKNOWN TYPE)
110375	30602	2	MOZZARELLA CHEESE STICKS (FRIED CHEESE STICKS)
110375	30603	2	Oreo Cookies Blizzard
110375	30603	3	Oreo Cookies Blizzard
110375	30603	1	Chocolate Dilly Bar
110375	30606	1	PROTEIN BAR, MEAL REPLACEMENT BAR
110375	30607	3	REGULAR SODA, COCA COLA, COKE, PEPSI
110375	30607	2	CHICKEN TENDER
110375	30607	1	MASHED POTATOES
110375	30611	1	TURKEY SANDWICH
110375	30614	1	CHICKEN WINGS
110375	30615	1	CHICKEN TENDER
110375	30619	1	TACO, WITH BEEF (INCLUDES HARD OR SOFT TACO)
110375	30620	1	ENCHILADA, WITH CHICKEN AND CHEESE
110375	30622	2	BISCUIT
110375	30622	1	PANCAKE (PLAIN OR FLAVORED)
110375	30622	3	CINNAMON BUN (SWEET ROLL)
110375	30623	2	CHEESEBURGER
110375	30623	1	PASTA
110375	30623	3	LEMONADE
110375	30624	3	HASH BROWNS
110375	30624	4	MILK, 2 PERCENT (%), REDUCED FAT
110375	30624	1	EGGS (INCLUDES HARD-BOILED, SCRAMBLED, OR POACHED)
110375	30624	2	BACON
110375	30625	1	TURKEY SANDWICH
110375	30625	2	CHIPS (OTHER OR UNKNOWN TYPE)
110375	30627	2	BEEF
110375	30627	1	RICE WITH BEANS
110375	60009	1	OATMEAL GREAT VALUE
110375	60009	2	MILK, 2 PERCENT (%), REDUCED FAT
110375	60009	4	SANDWICH CHEESE AND TURKEY BREAST WHEAT BREAD HOME PRIDE
110375	60009	3	BANANA
110375	60010	1	GREEN TEA GREAT VALUE
110375	60010	2	CHICKEN ENCHILADA
110375	60010	4	LETTUCE
110375	60010	3	RICE
110375	60011	3	BANANA DEL MONTE
110375	60011	2	YOGURT FAGE
110375	60011	1	GREEN TEA GREAT VALUE
110375	60013	1	SANDWICH WHEAT BREAD HOME PRIDE TURKEY BREAST OSCAR MEYER CHEESE KRAFT
110375	60013	2	WATER, NFS
110375	60014	3	LETTUCE TOMATO
110375	60014	4	RANCH DRESSING
110375	60014	1	CHICKEN SALAD
110375	60014	2	CHICKEN BREAST
110375	60030	2	SANDWICH WHEAT BREAD TURKEY BREAST AMERICAN CHEESE
110375	60030	1	DP JALAPENO CHIPS
110375	60031	1	SHRIMP TACOS
110375	60049	4	CHIPS
110375	60049	5	SPRITE
110375	60049	2	BEANS
110375	60049	1	TORTILLA
110375	60049	3	CHICKEN
110375	60050	1	SANDWICH
110375	60050	2	FINGERS
110375	60052	1	QUESADILLA TORTILLA CHEESE
110375	60052	2	CHIPS
110375	60052	3	SALSA
110375	60052	4	BEEF
110375	60063	1	TORTADAS
110375	60063	5	CHEESE SAUCE
110375	60063	4	CHIPS
110375	60063	3	RICE WITH SHRIMP
110375	60063	2	REGULAR SODA, COCA COLA, COKE, PEPSI
110375	60065	1	Cheeseburger
110375	60066	1	CHIMICHANGA
110375	60066	2	COOKIE CAKE
110375	60071	2	SPRITE
110375	60071	3	CHIPS
110375	60071	4	CHEESE DIP
110375	60071	1	CHIMICHANGA
110376	29706	1	ICE CREAM SANDWICH OR BAR (ANY TYPE)
110376	29707	6	WINE, RED
